Морозов Соломон Димитриевич,1986-12-11,Сидорова Нонна Афанасьевна,1982-03-17,2019-10-22,6
Семенов Викентий Глебович,1981-01-25,Миронова Виктория Матвеевна,1997-01-09,2018-02-20,9
Ильин Софрон Арсеньевич,1983-06-15,Юдина Юлия Антоновна,1966-09-21,2001-02-11,10
Баранов Лазарь Валерианович,1982-02-28,Быкова Клавдия Константиновна,1974-03-16,2000-07-07,5
Попов Всеслав Устинович,1961-06-08,Кудряшова Зинаида Николаевна,1979-10-25,2005-09-28,9
Некрасов Емельян Филатович,1980-03-08,Щербакова Октябрина Робертовна,1987-02-24,2012-09-10,10
Сафонов Юлиан Владиславович,1985-07-24,Доронина Нинель Тимуровна,1967-02-03,2013-03-07,3
Козлов Афиноген Демидович,1971-09-09,Галкина Анжелика Оскаровна,1985-10-25,2003-10-03,2
Пестов Дорофей Бориславович,1979-07-12,Устинова Вера Владимировна,1985-04-26,2013-10-05,5
Комаров Мстислав Герасимович,1990-04-14,Панова Жанна Феликсовна,1974-09-06,2014-02-26,8
Романов Демид Глебович,1975-02-05,Федотова Евдокия Святославовна,1999-06-16,2020-01-26,1
Зиновьев Ефрем Фролович,1962-05-15,Филиппова Иванна Георгиевна,1985-06-12,2012-11-22,10
Фомичев Наум Харитонович,1973-11-07,Костина Татьяна Павловна,1972-02-02,2013-05-03,3
Юдин Аверьян Анатольевич,1965-01-13,Мартынова Регина Феликсовна,1975-04-01,1999-09-13,4
Савин Лаврентий Ермилович,1973-07-17,Горбачева Евгения Ниловна,2000-09-06,2019-05-20,1
Потапов Фортунат Гертрудович,1985-02-03,Дьячкова Прасковья Мироновна,1968-07-23,2011-05-05,7
Константинов Викентий Брониславович,1973-11-05,Симонова Оксана Аскольдовна,1972-07-15,2010-11-06,4
Харитонов Давыд Адамович,1985-05-04,Наумова Агафья Григорьевна,1973-09-18,2006-11-23,7
Романов Платон Харлампьевич,1967-04-04,Гурьева Лора Алексеевна,1988-05-09,2008-11-14,1
Туров Сократ Авдеевич,1993-11-15,Богданова Анжела Степановна,1989-02-02,2015-07-05,6
Жданов Никанор Владленович,1975-11-25,Владимирова Евгения Антоновна,1984-07-14,2006-08-02,5
Бирюков Аникей Терентьевич,1980-10-04,Назарова Октябрина Семеновна,1980-02-10,2004-04-18,5
Мельников Наркис Игнатьевич,1993-11-25,Нестерова Феврония Вадимовна,1991-12-27,2013-01-22,5
Копылов Мина Фомич,1990-01-26,Кошелева Варвара Викторовна,1962-09-28,2012-02-13,8
