Ефремов Антип Ануфриевич,1962-07-20,Новикова Анжелика Станиславовна,1991-05-07,2010-06-17,8
Щербаков Самсон Гордеевич,1971-04-07,Ермакова Вероника Ниловна,1961-05-01,2019-02-10,7
Лазарев Авдей Эдгарович,1984-06-18,Бурова Людмила Оскаровна,1991-04-03,2011-09-25,9
Пестов Родион Алексеевич,1993-03-24,Громова Нина Станиславовна,1993-09-02,2018-01-24,6
Лебедев Милен Ааронович,1995-05-01,Михеева Любовь Филипповна,1997-08-24,2016-03-11,6
Афанасьев Остап Трофимович,1972-04-24,Попова Фаина Даниловна,1996-05-08,2014-01-14,7
Копылов Лавр Ильич,1995-06-24,Давыдова Жанна Кузьминична,1998-07-09,2020-07-16,9
Беспалов Добромысл Зиновьевич,1987-06-07,Щербакова Ия Романовна,1960-12-06,2013-03-22,9
Мишин Владлен Богданович,1964-08-23,Самсонова Оксана Юльевна,1977-12-23,2005-02-21,7
Ситников Изот Эдуардович,1995-05-28,Лобанова Василиса Егоровна,1997-03-04,2020-08-06,1
Дорофеев Гедеон Валерианович,1988-11-27,Орлова Валентина Валентиновна,1970-05-01,2016-11-04,3
Назаров Леон Викторович,1962-03-21,Лебедева Ульяна Константиновна,1994-03-10,2018-02-02,3
Дроздов Руслан Еремеевич,1960-12-13,Колесникова Алла Захаровна,1976-04-23,2019-11-15,9
Бобылев Евсей Иосипович,1960-04-18,Архипова Алла Мироновна,1999-11-12,2018-11-16,6
Зыков Богдан Валентинович,1998-02-16,Цветкова Светлана Геннадиевна,1979-07-18,2019-09-07,5
Тарасов Милан Давидович,1991-08-28,Кузьмина Фаина Павловна,2000-05-25,2019-04-05,6
Кузьмин Евдоким Теймуразович,1962-07-26,Фомина Ольга Антоновна,1985-05-23,2018-07-17,3
Кулаков Венедикт Евстигнеевич,1970-12-11,Моисеева Валентина Альбертовна,1983-09-07,2013-06-16,9
Шестаков Светозар Фёдорович,1983-03-07,Григорьева Лариса Ждановна,1984-04-18,2020-02-22,10
Кириллов Касьян Аверьянович,1997-12-27,Агафонова Полина Захаровна,1995-08-25,2020-11-03,3
Воронцов Сидор Изотович,1967-04-17,Большакова Лукия Ивановна,1999-10-01,2019-07-09,3
Савельев Леон Богданович,1984-05-13,Комарова Нина Святославовна,1983-06-18,2010-05-23,8
Логинов Леон Феофанович,1989-01-01,Громова Ия Валериевна,1966-08-28,2012-11-08,7
Потапов Аскольд Жанович,1974-06-16,Виноградова Лукия Ивановна,1976-09-27,2012-09-02,3
Рябов Аникей Яковлевич,1968-08-19,Кузьмина Ольга Юрьевна,1977-01-19,2018-07-05,6
Захаров Викторин Эдуардович,1969-10-13,Никифорова Елизавета Матвеевна,1979-05-17,2013-11-26,6
Большаков Степан Владленович,1987-12-12,Пахомова Нина Захаровна,2000-06-02,2019-12-07,5
Николаев Всеволод Изотович,1969-11-05,Куликова Антонина Геннадьевна,1969-06-02,1990-10-06,6
Исаев Аверкий Федосеевич,1976-07-05,Кузнецова Регина Ефимовна,1989-10-20,2012-08-20,9
Лыткин Влас Власович,1965-11-28,Мишина Алина Артемовна,1976-12-16,2014-03-08,7
Ершов Станимир Владиленович,1987-09-17,Веселова Милица Николаевна,1976-08-24,2017-07-11,8
Федотов Владлен Харлампьевич,1986-12-22,Носова Антонина Ильинична,1996-09-09,2017-09-11,4
Поляков Добромысл Фадеевич,1992-04-27,Герасимова Регина Геннадиевна,1987-05-22,2017-01-09,10
Ефремов Егор Артемьевич,1965-05-01,Фомичева Клавдия Архиповна,1969-08-18,1991-07-04,8
Матвеев Филарет Арсенович,1978-09-05,Киселева Олимпиада Егоровна,1985-02-09,2004-03-06,4
Дорофеев Якуб Теймуразович,1969-07-27,Рябова Валерия Евгеньевна,1963-04-04,2017-09-16,4
Бобров Гаврила Дорофеевич,1999-02-22,Ефимова Кира Робертовна,1991-04-05,2019-11-15,10
Шаров Всеволод Федосеевич,1980-11-13,Фокина Милица Мироновна,1989-07-22,2015-01-13,5
Чернов Фома Александрович,1971-05-13,Лихачева Лариса Эдуардовна,1983-08-04,2001-12-28,9
Сергеев Селиван Феоктистович,1975-01-25,Кузьмина Варвара Захаровна,1971-05-19,2017-10-10,3
Куликов Марк Евстигнеевич,1999-01-09,Зиновьева Элеонора Болеславовна,2000-11-25,2020-05-20,3
Фадеев Пров Терентьевич,1966-10-05,Турова Жанна Мироновна,1976-06-07,2014-02-09,5
Казаков Станислав Фокич,1974-11-14,Журавлева Нинель Васильевна,1985-09-13,2007-01-08,1
Кузьмин Андроник Изотович,1999-12-06,Романова Фаина Егоровна,1985-06-19,2020-06-06,8
Носков Стоян Елисеевич,1999-03-23,Прохорова Алевтина Артемовна,1980-11-14,2018-02-02,10
Белозеров Мирослав Борисович,1968-11-19,Антонова Ирина Геннадьевна,1961-10-28,2007-02-28,1
Рожков Виссарион Захарьевич,1962-12-04,Гуляева Евдокия Ильинична,1967-11-08,2003-09-14,2
Самойлов Ипполит Ануфриевич,1970-01-19,Игнатова Нонна Наумовна,1994-04-07,2016-08-24,4
Ковалев Амвросий Анисимович,1999-10-17,Кузнецова Прасковья Яковлевна,1988-07-13,2017-04-08,1
Фокин Зосима Артурович,1986-12-24,Стрелкова Элеонора Рудольфовна,1991-03-16,2016-09-28,1
Меркушев Лучезар Филимонович,1986-04-07,Белова Оксана Дмитриевна,1963-03-10,2016-05-04,10
Никонов Прокл Владленович,1999-12-07,Филатова Ираида Степановна,1996-07-20,2018-09-08,2
Шестаков Павел Феофанович,1969-06-13,Воробьева Наталья Яковлевна,1993-07-04,2012-01-09,2
Елисеев Станислав Артемьевич,1980-08-09,Ширяева Алина Геннадьевна,1970-02-22,2013-06-04,6
Бобров Чеслав Гурьевич,1994-01-05,Ильина Прасковья Ефимовна,1986-07-24,2014-04-13,1
Петухов Емельян Харитонович,1988-01-28,Пономарева Нинель Борисовна,1962-02-07,2014-03-28,1
Родионов Самуил Бориславович,1965-08-21,Гусева Светлана Тимуровна,1985-10-24,2004-01-22,5
Владимиров Кузьма Ермолаевич,1994-01-15,Васильева Елизавета Альбертовна,1981-03-09,2020-05-19,7
Пахомов Спартак Владленович,1976-12-12,Кузьмина Елена Рудольфовна,1966-04-07,1997-06-27,9
Рогов Евгений Афанасьевич,1976-06-01,Данилова Клавдия Игоревна,1971-04-08,2007-06-09,9
Фомичев Селиван Валерьевич,1968-06-23,Терентьева Валерия Семеновна,1974-11-22,2000-08-11,7
Максимов Святослав Валерьевич,1967-07-01,Андреева Жанна Ниловна,1998-08-01,2020-08-07,2
Рожков Ферапонт Юлианович,1969-05-26,Лазарева Алина Вячеславовна,1978-05-22,2011-12-04,3
Денисов Тарас Филиппович,1997-12-03,Ершова Майя Руслановна,1983-04-25,2017-11-07,8
Ефимов Иларион Евстигнеевич,1972-10-12,Тихонова Нонна Борисовна,1992-07-01,2017-12-12,5
Белов Платон Денисович,1982-05-17,Копылова Таисия Аскольдовна,1983-05-15,2016-04-27,2
Молчанов Святополк Антипович,1995-11-17,Маслова Агафья Кузьминична,1982-12-08,2020-04-09,3
Михеев Ладислав Феоктистович,1975-02-26,Комиссарова Любовь Матвеевна,1982-05-20,2013-12-03,1
Дементьев Климент Захарьевич,1961-11-27,Данилова Анжела Яковлевна,1970-07-18,2008-04-28,9
Кириллов Гордей Ерофеевич,1982-01-27,Кулакова Акулина Оскаровна,1960-09-16,2017-08-14,5
Лыткин Софрон Витальевич,1997-07-13,Горбунова Прасковья Леонидовна,1989-11-07,2015-05-13,4
Логинов Прокл Евсеевич,1990-12-04,Исакова Нина Степановна,1974-09-13,2019-09-28,6
Семенов Валерьян Гаврилович,2000-06-04,Федотова Василиса Георгиевна,1965-11-27,2018-05-26,8
Архипов Владилен Викторович,1964-05-22,Савельева Дарья Эльдаровна,2000-01-25,2019-08-02,5
Николаев Боян Игоревич,1990-12-19,Мишина Марина Натановна,1970-12-23,2018-10-04,8
Рогов Мефодий Витальевич,1970-09-22,Емельянова София Ефимовна,1987-12-18,2010-04-04,10
Максимов Моисей Эдгарович,1967-06-26,Яковлева Светлана Захаровна,2000-10-05,2020-05-04,7
Корнилов Алексей Исидорович,1976-09-20,Субботина Фаина Николаевна,1993-02-20,2017-10-22,8
Журавлев Потап Гаврилович,1993-12-12,Тарасова Дарья Ильинична,1965-04-15,2018-03-28,6
Бобылев Аполлинарий Дмитриевич,1986-06-26,Кондратьева Агафья Леоновна,1987-06-27,2016-02-06,3
Симонов Аскольд Васильевич,1970-12-11,Кириллова Раиса Болеславовна,1976-07-14,2015-09-03,4
Крылов Арсений Артемьевич,1980-02-14,Воробьева Людмила Святославовна,1980-04-22,2009-05-09,2
Гурьев Христофор Викторович,1980-10-19,Тетерина Татьяна Ильинична,1982-04-24,2012-02-25,3
Стрелков Арефий Евстигнеевич,1969-12-06,Лобанова Таисия Ивановна,1970-04-25,1994-01-16,8
Медведев Михей Федотович,1993-07-06,Тетерина Ираида Леонидовна,1967-09-11,2015-11-23,10
Матвеев Епифан Викторович,1981-07-09,Волкова Елизавета Тимуровна,1991-08-14,2012-06-15,4
Калашников Митофан Якубович,1972-12-13,Молчанова Мария Вениаминовна,1999-09-19,2017-02-25,7
Шилов Олег Ануфриевич,1993-05-25,Кузьмина Зоя Вениаминовна,1967-04-24,2019-05-15,3
Бобылев Леон Харлампьевич,2000-06-05,Куликова Дарья Тимофеевна,1971-08-20,2019-09-14,2
Симонов Леон Исидорович,1999-03-15,Красильникова Татьяна Федоровна,1961-03-05,2020-08-12,10
Ильин Давыд Измаилович,1975-06-04,Максимова Марфа Даниловна,1981-05-27,2009-02-19,5
Муравьев Ермолай Фокич,1977-02-05,Шубина Людмила Егоровна,1980-12-17,2018-12-21,6
Егоров Федосий Елисеевич,1994-09-02,Воронцова Варвара Кирилловна,1980-09-08,2012-05-24,3
Мартынов Лукьян Гертрудович,1961-08-25,Антонова Анна Ефимовна,1999-09-22,2020-07-20,9
Мухин Сигизмунд Анатольевич,1967-03-06,Лобанова Евпраксия Евгеньевна,1974-08-05,2011-05-15,1
Орлов Матвей Харламович,1965-12-26,Соколова Вера Антоновна,1977-07-24,2007-12-16,7
Данилов Феоктист Захарьевич,1969-09-08,Филиппова Полина Ниловна,1963-11-05,2003-05-09,1
Афанасьев Галактион Харламович,1977-09-12,Колобова Элеонора Ниловна,1963-12-07,2019-03-20,3
Устинов Автоном Вячеславович,1963-06-19,Андреева София Борисовна,1964-06-23,2020-06-13,2
Комаров Ювеналий Витальевич,1974-06-26,Родионова Прасковья Львовна,2000-02-28,2018-10-19,4
Копылов Ферапонт Ильич,1966-10-28,Пономарева Регина Тимуровна,1967-06-01,1992-05-07,10
Брагин Федор Афанасьевич,1992-02-18,Кулагина Валерия Вадимовна,1982-09-18,2017-12-20,3
Щукин Евлампий Изотович,1992-12-18,Карпова Анжелика Ефимовна,1993-05-09,2012-10-14,4
Котов Леонид Игнатьевич,1989-06-28,Субботина Ксения Кузьминична,1980-05-05,2008-05-28,5
Терентьев Климент Демидович,1971-10-28,Кабанова Евгения Владиславовна,1992-05-05,2016-11-04,9
Тимофеев Кондратий Захарьевич,1982-04-09,Киселева Алевтина Валериевна,1985-09-03,2004-12-21,8
Воронов Ростислав Августович,1991-02-05,Панфилова Евдокия Евгеньевна,1960-03-04,2010-02-21,10
Лукин Зиновий Артемьевич,1982-04-05,Афанасьева Надежда Геннадиевна,1982-06-16,2020-09-14,9
Мельников Трифон Бориславович,1983-03-11,Наумова Таисия Феликсовна,1998-08-28,2018-05-16,3
Тихонов Мефодий Викентьевич,1980-05-01,Афанасьева Елена Валентиновна,1965-03-04,2011-02-24,1
Воронцов Кондрат Давыдович,1991-05-28,Логинова Виктория Захаровна,1972-03-27,2018-03-08,8
Захаров Емельян Харитонович,1964-06-24,Емельянова Евгения Вячеславовна,1987-08-24,2008-11-20,7
Суворов Зосима Гаврилович,1972-04-26,Быкова Анастасия Вадимовна,1964-03-28,2000-10-20,3
Королев Боян Юлианович,1992-04-23,Жукова Ия Харитоновна,1980-03-06,2015-10-01,3
Анисимов Иосиф Артурович,1988-10-08,Сысоева Ирина Юрьевна,1988-03-04,2009-08-12,5
Королев Феоктист Феодосьевич,1962-03-27,Моисеева Валерия Степановна,1995-09-26,2018-05-21,9
Морозов Варфоломей Евсеевич,1991-12-18,Быкова Фаина Феликсовна,1991-09-28,2020-02-08,1
Гущин Афиноген Филимонович,1980-07-01,Сазонова Маргарита Ждановна,1961-06-16,2013-05-25,3
Пахомов Егор Афанасьевич,1967-01-27,Борисова Лидия Яковлевна,1997-10-14,2020-09-22,1
Фролов Азарий Трофимович,1971-03-13,Рябова Евпраксия Кирилловна,1970-05-21,1994-01-20,5
Никифоров Амос Филиппович,1989-07-01,Крюкова Олимпиада Борисовна,1964-07-24,2011-06-01,1
Суханов Доброслав Аверьянович,1968-06-19,Горшкова Жанна Болеславовна,1987-11-05,2015-11-25,6
Самсонов Кондрат Денисович,1972-05-08,Коновалова Оксана Степановна,1975-02-04,1997-05-14,10
Игнатьев Николай Исидорович,1986-01-13,Третьякова Акулина Эдуардовна,1987-08-11,2009-10-14,10
Кузнецов Доброслав Трифонович,1980-03-24,Попова Акулина Наумовна,1996-04-28,2014-06-14,7
Третьяков Ираклий Гурьевич,1975-11-27,Александрова Прасковья Алексеевна,1986-05-13,2013-07-12,1
Вишняков Самсон Филимонович,1960-11-24,Быкова Марина Никифоровна,1983-06-21,2003-02-27,10
Горбунов Максимильян Гаврилович,1960-04-12,Орлова Октябрина Ниловна,1986-02-20,2018-03-28,2
Гуляев Иларион Гаврилович,1967-02-20,Рожкова Нонна Владиславовна,1987-07-13,2018-10-06,9
Гуляев Мирон Феоктистович,1997-07-15,Галкина Ульяна Анатольевна,1997-10-08,2019-04-25,9
Прохоров Наркис Бориславович,1961-10-11,Коновалова Елена Ниловна,1973-07-20,2005-11-28,7
Зимин Лавр Григорьевич,1983-02-17,Панова Наина Дмитриевна,1996-01-04,2018-06-22,6
Ситников Ян Филатович,1960-10-22,Миронова Ульяна Ефимовна,1971-11-02,1997-06-17,3
Иванов Гостомысл Витальевич,1972-06-21,Анисимова Октябрина Дмитриевна,1978-12-13,2009-01-10,1
Харитонов Изяслав Феофанович,1984-05-23,Доронина Наталья Ильинична,1998-05-09,2016-07-24,7
Шестаков Лонгин Валентинович,1993-01-26,Ефремова Лариса Александровна,1963-02-06,2019-03-10,7
Маслов Кирилл Егорович,1996-02-02,Макарова Анжела Валериевна,1972-04-21,2016-12-06,10
Овчинников Автоном Ефстафьевич,1993-07-11,Крюкова Лидия Петровна,1982-04-26,2016-04-13,10
Дроздов Епифан Ярославович,1984-09-24,Бирюкова Таисия Рудольфовна,1972-04-03,2003-07-02,1
Афанасьев Гурий Ерофеевич,1999-01-14,Брагина Валерия Геннадиевна,1962-05-15,2017-04-01,1
Ершов Конон Игнатович,1993-09-03,Мартынова Виктория Ефимовна,1960-08-02,2018-07-07,4
Князев Аверьян Федосеевич,1987-09-07,Баранова Надежда Феликсовна,1990-05-23,2018-04-22,5
Цветков Амвросий Гертрудович,1975-05-11,Козлова Елизавета Феликсовна,1975-10-09,1995-02-01,8
Герасимов Ратибор Вячеславович,1995-11-15,Никитина Ираида Архиповна,1974-12-25,2019-10-13,1
Кудряшов Аверкий Антонович,1986-10-22,Овчинникова Раиса Матвеевна,1979-09-12,2007-09-20,8
Селиверстов Юлиан Фадеевич,1986-02-02,Соколова Марфа Геннадиевна,1966-02-05,2008-09-05,9
Мамонтов Фирс Эдгардович,1998-04-14,Федосеева Полина Эльдаровна,1964-05-12,2019-09-19,3
Кулагин Леонтий Ануфриевич,1983-05-03,Емельянова Фаина Аскольдовна,1996-03-08,2019-06-06,3
Никонов Ульян Тимурович,1973-01-21,Кабанова Алина Валентиновна,1965-07-18,1997-06-04,4
Петров Серафим Филимонович,1974-12-13,Кириллова Фаина Степановна,1983-02-24,2020-08-04,5
Буров Афанасий Феоктистович,1964-07-21,Горбунова Ангелина Юльевна,1975-03-17,2009-02-04,8
Назаров Аркадий Ануфриевич,1999-12-13,Степанова Майя Константиновна,1984-02-26,2020-05-15,7
Колобов Семен Федосьевич,1972-02-10,Сорокина Вера Богдановна,1978-06-07,2010-12-18,9
Шашков Леонид Аверьянович,1972-07-08,Медведева Лидия Руслановна,1999-02-14,2019-01-20,3
Рожков Рюрик Феодосьевич,1971-04-28,Савельева Ангелина Сергеевна,1967-08-23,2018-06-17,3
Лобанов Боян Федотович,1966-04-22,Цветкова Майя Архиповна,1971-02-02,2008-03-26,3
Сорокин Фома Виленович,1993-05-17,Аксенова Алла Павловна,1982-02-12,2019-03-26,3
Русаков Исай Иларионович,1971-06-14,Богданова Иванна Борисовна,1970-05-07,2005-02-07,1
Гуляев Порфирий Антипович,1961-10-07,Орлова Акулина Анатольевна,1983-08-19,2006-08-20,7
Фролов Твердислав Викторович,1979-07-19,Куликова Акулина Феликсовна,1970-11-01,2001-06-03,1
Костин Капитон Юльевич,1981-11-06,Бобылева Нина Валентиновна,1968-10-22,2016-03-21,6
Петров Рубен Димитриевич,1999-08-21,Анисимова Октябрина Геннадьевна,1964-10-05,2018-09-24,2
Филиппов Терентий Изотович,1982-11-27,Молчанова Жанна Валериевна,1996-12-20,2017-03-02,7
Лебедев Эдуард Викторович,1986-09-27,Носкова Ираида Аркадьевна,1969-02-17,2013-07-14,10
Прохоров Алексей Тарасович,1980-09-15,Логинова Тамара Филипповна,1967-11-27,2000-04-03,2
Панов Мечислав Евстигнеевич,1980-04-27,Шарова Татьяна Тарасовна,1967-03-11,2003-07-11,5
Назаров Архип Марсович,1997-10-23,Беспалова Зинаида Константиновна,1965-08-01,2016-10-09,9
Нестеров Евлампий Гаврилович,1982-12-27,Кириллова Татьяна Леоновна,1964-08-19,2009-01-07,7
Щербаков Ипатий Феоктистович,1993-02-19,Савельева Иванна Юрьевна,1981-09-12,2019-05-17,1
Журавлев Сергей Ильич,1974-08-28,Щербакова Тамара Анатольевна,1987-11-07,2018-05-13,4
Осипов Прохор Гурьевич,1963-06-09,Морозова Раиса Никифоровна,1975-08-14,1999-03-14,5
Журавлев Эммануил Давидович,1976-02-16,Гуляева Ксения Эльдаровна,1979-02-10,2009-04-28,9
Костин Тимур Харитонович,1985-07-14,Пахомова Алла Мироновна,1975-01-25,2011-05-13,8
Сазонов Самсон Эдуардович,1979-01-07,Кузьмина Синклитикия Кузьминична,1965-10-04,2018-02-05,8
Костин Ярослав Юлианович,1990-11-20,Новикова Марфа Аркадьевна,1977-02-02,2010-01-13,10
Юдин Серафим Вилорович,1984-11-24,Турова Агафья Федоровна,1995-03-28,2016-02-18,6
Кулагин Адриан Изотович,1998-12-28,Кулакова Клавдия Николаевна,1976-09-20,2019-07-09,7
Павлов Лаврентий Арсеньевич,1978-04-02,Макарова Вера Юрьевна,1983-07-23,2017-12-27,4
Брагин Велимир Фролович,1978-07-17,Константинова Лариса Вадимовна,1997-08-28,2020-04-03,7
Дорофеев Добромысл Фомич,1960-08-06,Никонова Вера Семеновна,1980-12-07,2001-08-28,8
Никифоров Любомир Трифонович,1979-10-22,Филиппова Екатерина Станиславовна,1987-04-20,2017-05-27,7
Архипов Арефий Анисимович,1983-11-06,Дмитриева Василиса Матвеевна,1983-08-13,2018-07-01,10
Горбунов Олимпий Теймуразович,1999-01-15,Назарова Элеонора Максимовна,1975-09-03,2020-11-02,4
Дьячков Будимир Феликсович,1962-09-13,Крылова Феврония Максимовна,1960-04-06,1981-05-06,10
Колесников Максим Фадеевич,1975-08-17,Шилова Прасковья Григорьевна,1964-03-19,2012-02-08,5
Лукин Максимильян Филимонович,1964-07-18,Волкова Евфросиния Рубеновна,1985-05-24,2009-03-05,5
Калашников Милий Аксёнович,1992-03-16,Крюкова Вера Рудольфовна,1963-01-09,2016-06-12,9
Селиверстов Карл Ефимович,1985-12-22,Никонова Варвара Геннадиевна,1970-01-18,2020-04-12,6
Суворов Зосима Ануфриевич,1989-10-20,Фадеева Татьяна Эдуардовна,1968-12-08,2017-11-18,3
Симонов Милован Евсеевич,1993-01-16,Горбачева Любовь Юльевна,1972-09-03,2019-12-23,4
Тарасов Рубен Ермолаевич,1999-10-15,Корнилова Агафья Тимофеевна,1967-06-27,2019-11-10,7
Дементьев Ферапонт Афанасьевич,1998-01-10,Кондратьева Екатерина Филипповна,1987-03-16,2020-02-14,2
Лихачев Евграф Эдгарович,1960-12-25,Хохлова Лукия Ждановна,1991-10-15,2012-09-24,1
Шилов Бронислав Чеславович,1979-05-01,Максимова Людмила Дмитриевна,1977-01-20,2001-09-26,8
Емельянов Зиновий Викторович,1975-08-21,Шарапова Майя Афанасьевна,1995-02-22,2015-08-22,9
Вишняков Савелий Давыдович,1968-07-07,Мишина Анжела Даниловна,1969-12-18,1995-02-07,10
Филатов Милий Арсеньевич,1960-02-20,Титова Таисия Кузьминична,1984-05-10,2016-05-24,4
Лаврентьев Болеслав Гаврилович,1989-01-25,Наумова Глафира Кирилловна,1973-08-12,2009-12-19,7
Ларионов Всеволод Авдеевич,1965-03-09,Филатова Алевтина Рудольфовна,1974-08-12,2001-06-08,7
Кондратьев Ермил Ефимьевич,1980-04-13,Устинова Лариса Эдуардовна,1983-11-05,2001-10-25,9
Петров Дементий Арсенович,1984-12-06,Борисова Наина Вениаминовна,1977-08-17,2009-04-08,2
Кулаков Федосий Владиславович,1962-08-10,Калашникова Лидия Ивановна,1969-10-11,2010-01-21,6
Дмитриев Азарий Власович,1971-09-07,Зайцева Пелагея Альбертовна,1998-07-09,2016-04-17,5
Лаврентьев Потап Елизарович,1996-02-09,Трофимова Прасковья Романовна,1968-01-23,2014-08-06,9
Никонов Феоктист Эдгардович,1975-04-09,Суворова Ия Федоровна,1962-05-25,2002-04-02,3
Гришин Филимон Изотович,1989-04-10,Дьячкова Милица Васильевна,1964-07-09,2015-09-12,1
Колесников Вацлав Григорьевич,1966-10-23,Смирнова Алла Михайловна,1990-02-17,2009-12-18,2
Афанасьев Захар Витальевич,1968-01-02,Голубева Зинаида Романовна,1989-04-12,2016-07-23,7
