Крюков Панкратий Феоктистович,1983-07-13,Белозерова Жанна Афанасьевна,1966-06-04,2009-07-04,8
Шаров Савелий Анатольевич,1975-10-17,Котова Жанна Даниловна,1989-11-01,2015-08-01,9
Кондратьев Пров Харлампьевич,1982-09-08,Никитина Феврония Леонидовна,1982-10-10,2016-04-15,5
Федосеев Автоном Федосьевич,2000-10-27,Лапина Нонна Вадимовна,1982-01-20,2018-04-28,6
Жуков Феофан Владиленович,1970-04-24,Владимирова Елизавета Эдуардовна,1985-11-12,2012-01-07,8
Тимофеев Кузьма Филиппович,1970-02-18,Анисимова София Наумовна,1970-02-08,2006-12-18,9
Соболев Сила Вилорович,1975-07-07,Комиссарова Галина Аскольдовна,1977-12-25,2017-08-19,3
Воронов Аверкий Эдгардович,1986-11-24,Кондратьева Глафира Юльевна,1974-08-20,2009-02-13,9
Пономарев Ладислав Ермолаевич,1975-09-24,Маркова Алина Ждановна,1980-03-10,1999-09-24,5
Носов Денис Чеславович,1995-02-26,Соболева Ираида Матвеевна,1974-10-07,2016-09-22,2
Корнилов Мокей Гавриилович,1982-05-09,Вишнякова Алла Петровна,1973-07-19,2017-05-26,2
Антонов Аркадий Жанович,1977-04-12,Большакова Ия Матвеевна,1962-08-13,2016-10-23,3
Шестаков Дорофей Григорьевич,1983-03-09,Суворова Маргарита Борисовна,1976-05-05,2002-03-10,2
Осипов Степан Арсеньевич,1974-12-05,Шарапова Раиса Захаровна,1968-01-06,1992-06-23,6
Носков Мстислав Васильевич,1963-09-06,Крюкова Галина Вячеславовна,1993-02-22,2019-01-11,3
Савельев Федот Тарасович,1991-09-09,Куликова Вероника Рубеновна,1980-04-20,2010-06-04,9
Бобров Вениамин Иосифович,1989-06-03,Ермакова Синклитикия Тарасовна,1999-04-15,2018-10-05,5
Мишин Федот Юльевич,1967-04-02,Маслова Наталья Константиновна,1977-10-07,2012-12-19,8
Уваров Зиновий Вячеславович,1977-11-28,Семенова Виктория Ждановна,1993-12-26,2017-10-07,10
Красильников Алексей Денисович,1972-10-03,Лихачева Агафья Матвеевна,1982-01-26,2006-04-21,2
Никитин Гремислав Димитриевич,1968-08-08,Кулакова Татьяна Семеновна,2000-02-08,2018-10-22,6
Горбачев Григорий Антипович,1981-12-11,Петухова Иванна Макаровна,1967-05-13,2018-05-17,4
Кудрявцев Аверкий Григорьевич,1979-04-13,Федорова Эмилия Вячеславовна,1961-08-17,2013-04-01,8
Крюков Всеволод Гурьевич,1983-08-28,Логинова Ксения Евгеньевна,1988-11-23,2012-04-25,3
Комаров Эмиль Арсенович,1976-07-05,Фролова Василиса Святославовна,1979-02-22,2002-02-03,2
Лобанов Харитон Терентьевич,1989-09-25,Белозерова Наталья Святославовна,1971-04-23,2007-05-05,3
Уваров Кир Юльевич,1960-01-21,Фокина Варвара Аскольдовна,1980-10-25,2019-09-23,10
Белов Викторин Ярославович,1970-01-22,Логинова Глафира Святославовна,1968-06-22,1999-12-24,9
Мельников Павел Германович,1994-06-13,Андреева Юлия Артемовна,1973-10-09,2014-09-09,10
Панфилов Харитон Антонович,1971-12-20,Лаврентьева Марина Михайловна,1990-10-15,2011-07-25,5
Кондратьев Онуфрий Арсеньевич,1973-09-27,Кузьмина Глафира Тарасовна,1964-02-11,2005-08-17,9
Жданов Панкрат Зиновьевич,1968-06-07,Афанасьева Пелагея Геннадиевна,1962-06-22,2000-01-02,10
Капустин Святослав Терентьевич,1991-06-16,Цветкова Евдокия Алексеевна,1971-09-28,2015-09-26,10
Рябов Трифон Иосифович,1972-07-27,Федотова Феврония Юрьевна,1967-12-13,2006-06-17,2
Рожков Андроник Адрианович,1960-08-19,Ильина Мария Натановна,1994-03-06,2015-12-23,1
Евсеев Федот Марсович,1965-02-14,Одинцова Наталья Богдановна,1969-03-12,2001-09-11,4
Тимофеев Роман Витальевич,1968-07-08,Некрасова Евгения Аркадьевна,1962-08-25,2015-08-12,5
Попов Эраст Матвеевич,1995-05-09,Игнатова Эмилия Богдановна,1989-08-17,2016-01-01,8
Попов Эмиль Ефстафьевич,1989-04-09,Сергеева Ирина Архиповна,1992-01-05,2015-08-14,8
Стрелков Адриан Гаврилович,1996-02-17,Федотова Марфа Захаровна,1973-04-23,2020-01-17,2
Лихачев Порфирий Захарьевич,1977-09-19,Аксенова Лариса Харитоновна,1973-06-04,2002-11-28,5
Лазарев Прокофий Ааронович,1967-01-15,Ефимова Светлана Алексеевна,1964-02-06,2007-12-19,2
Сидоров Лазарь Матвеевич,1994-10-02,Юдина Валентина Кирилловна,1993-05-23,2017-02-12,10
Моисеев Валерьян Вилорович,1998-05-11,Жукова Ираида Павловна,1990-01-25,2018-11-08,1
Рогов Фирс Феоктистович,1983-12-05,Ефимова Алевтина Кузьминична,1998-01-12,2017-01-27,9
Доронин Святополк Владиленович,1978-05-28,Трофимова Валерия Дмитриевна,1965-07-14,2002-07-04,6
Борисов Леон Юлианович,1967-04-13,Громова Любовь Владимировна,1993-05-23,2020-08-25,1
Кузнецов Феликс Егорович,1996-02-01,Савельева Евгения Владимировна,1993-04-15,2015-04-09,2
Федотов Фока Васильевич,1994-04-01,Корнилова Таисия Мироновна,1961-01-20,2016-08-28,1
Филатов Фадей Викторович,1991-06-15,Николаева Дарья Леонидовна,1972-09-15,2012-02-19,3
Орехов Эрнест Адамович,1986-12-11,Горбачева Валерия Григорьевна,1975-01-25,2008-12-05,5
Макаров Аверьян Адрианович,1970-05-19,Белозерова Вера Максимовна,1982-12-25,2013-02-24,8
Абрамов Лукьян Вячеславович,2000-07-09,Никонова Наталья Павловна,1983-08-09,2020-06-21,10
Михайлов Милен Богданович,1993-07-05,Стрелкова Татьяна Болеславовна,1989-05-19,2020-11-25,1
Журавлев Милован Фролович,1991-04-19,Потапова Лора Архиповна,1964-07-02,2014-07-21,8
Кудрявцев Ерофей Анисимович,1976-09-07,Беляева Клавдия Михайловна,1967-04-11,2000-12-27,7
Селезнев Савва Димитриевич,1973-03-05,Копылова Майя Феликсовна,1965-11-03,2005-03-15,3
Алексеев Евстафий Васильевич,1976-06-21,Устинова Глафира Львовна,1984-02-19,2005-03-20,5
Сорокин Селиверст Трофимович,1967-12-26,Воронцова Ульяна Викторовна,1981-05-01,2002-07-16,2
Фомин Владилен Антонович,1974-07-10,Максимова Агата Васильевна,1991-02-28,2016-06-19,10
Шубин Лавр Валерьянович,1997-03-27,Ковалева Таисия Кузьминична,1991-12-11,2018-07-21,4
Шашков Глеб Данилович,1974-08-26,Селезнева Ангелина Степановна,1980-08-05,2000-12-19,4
Кузьмин Сильвестр Августович,1993-02-16,Третьякова Галина Матвеевна,1988-04-01,2015-12-24,7
Князев Иосиф Ефремович,1979-03-22,Бирюкова Ольга Аскольдовна,1989-11-20,2010-09-17,2
Зимин Федосий Анисимович,1980-12-22,Сысоева Оксана Макаровна,1969-12-26,2015-01-26,5
Панфилов Анисим Васильевич,1988-09-04,Орлова Анжелика Аскольдовна,1976-11-07,2011-04-23,1
Громов Фирс Денисович,2000-10-19,Гущина Агата Васильевна,1977-12-02,2020-09-20,4
Алексеев Венедикт Трофимович,1986-11-12,Потапова Татьяна Ждановна,1983-11-22,2018-03-08,10
Куликов Богдан Бориславович,1999-07-21,Ларионова Евдокия Николаевна,1985-04-08,2017-10-17,5
Филиппов Леон Демьянович,1976-11-01,Потапова Варвара Владимировна,1985-03-24,2008-05-26,2
Тимофеев Остромир Димитриевич,1974-01-04,Некрасова Элеонора Львовна,1961-01-11,1997-03-19,1
Федоров Елизар Елизарович,1961-09-08,Шилова Лидия Феликсовна,1968-03-17,1990-10-19,2
Наумов Антип Вячеславович,1975-12-20,Лихачева Ирина Яковлевна,1981-05-25,2005-02-10,8
Белов Капитон Августович,1987-01-02,Суханова Елизавета Вячеславовна,1997-04-02,2015-04-09,10
Степанов Добромысл Васильевич,1965-04-19,Фадеева Зинаида Болеславовна,1980-04-20,2010-09-02,8
Рябов Леонтий Владиславович,1984-01-09,Баранова Анжела Святославовна,1987-11-01,2020-02-09,7
Марков Евсей Ефремович,1965-11-02,Козлова Агафья Степановна,1992-07-18,2018-12-25,8
Коновалов Амвросий Фёдорович,1979-10-20,Устинова Мария Эльдаровна,1975-07-16,2007-06-26,4
Баранов Силантий Герасимович,1997-11-21,Евсеева Наина Вячеславовна,1989-11-20,2020-03-15,4
Шаров Панкратий Власович,1973-10-10,Чернова Синклитикия Филипповна,1983-01-09,2009-01-21,1
Савин Изот Августович,1996-12-22,Агафонова Акулина Борисовна,1964-11-16,2020-10-20,7
Лукин Леонид Фролович,1976-07-03,Силина Дарья Святославовна,1973-08-24,2004-08-14,9
Терентьев Амос Иосипович,1973-12-26,Рыбакова Полина Тимофеевна,1963-08-20,2019-02-01,10
Матвеев Дмитрий Эдгарович,1990-10-17,Колобова София Матвеевна,1966-10-08,2010-08-09,1
Федотов Никодим Викторович,1968-12-20,Мясникова Александра Святославовна,1990-03-02,2009-09-01,8
Белов Силантий Григорьевич,1966-12-16,Иванова Пелагея Юльевна,1972-02-11,2003-10-16,6
Константинов Юлий Трофимович,1967-11-07,Сидорова Валентина Матвеевна,1971-06-05,2012-10-23,2
Мишин Данила Глебович,1991-11-06,Голубева Любовь Рубеновна,1974-03-13,2020-10-13,1
Дорофеев Спартак Чеславович,1973-02-26,Белова Раиса Филипповна,1967-06-16,1995-05-18,6
Коновалов Творимир Гаврилович,1993-09-09,Киселева Клавдия Богдановна,1963-10-17,2011-12-03,6
Носов Велимир Егорович,1962-07-05,Колобова Елизавета Евгеньевна,1983-05-07,2006-11-14,8
Горбачев Потап Феодосьевич,1994-12-05,Беспалова Клавдия Леоновна,1977-06-12,2020-05-13,4
Сорокин Фока Трифонович,1962-08-26,Коновалова Валентина Юльевна,1991-08-09,2012-03-20,1
Селиверстов Артем Тимурович,1988-05-02,Морозова Ирина Аскольдовна,1977-08-19,2010-04-25,8
Григорьев Адам Аверьянович,1996-11-25,Макарова Мария Антоновна,1980-07-27,2020-12-22,2
Мамонтов Ярослав Герасимович,1965-04-16,Николаева Фёкла Артемовна,1971-04-21,2010-04-13,3
Маслов Руслан Егорович,1989-06-28,Фокина Пелагея Васильевна,1983-06-18,2014-06-15,3
Кузнецов Доброслав Григорьевич,1973-09-15,Лихачева Фаина Рубеновна,1962-02-12,1991-01-27,9
Ситников Панкрат Харитонович,1976-04-10,Игнатова Полина Рубеновна,1970-07-22,2019-03-27,10
Беляков Федор Егорович,1977-03-16,Фомина Любовь Петровна,1962-11-21,2016-10-19,10
Кошелев Аверкий Иосипович,1992-04-18,Петрова Лукия Борисовна,1967-01-14,2013-09-17,3
Сидоров Ростислав Жанович,1965-03-22,Нестерова Пелагея Ниловна,1989-01-01,2007-01-05,5
Лихачев Никандр Евсеевич,1966-07-06,Наумова Вероника Кирилловна,1988-06-27,2016-04-11,3
Макаров Любим Гаврилович,1982-12-17,Давыдова Олимпиада Георгиевна,1995-06-19,2020-09-23,10
Харитонов Никандр Аксёнович,1988-12-25,Щукина Василиса Филипповна,1972-01-14,2019-06-24,5
Сысоев Остап Фролович,1983-12-06,Титова Антонина Харитоновна,1973-11-01,2005-01-19,4
Ситников Кир Харламович,1995-03-05,Цветкова Евдокия Геннадиевна,1967-05-27,2018-06-15,3
Гурьев Ратмир Харламович,1971-04-23,Петухова Евпраксия Тарасовна,1998-01-06,2020-01-06,5
Пахомов Харитон Антонович,1965-01-20,Рожкова Нина Юрьевна,1960-04-09,2014-04-05,5
Туров Изяслав Жанович,1994-11-09,Николаева Валерия Ждановна,1962-05-03,2019-06-03,7
Воронов Мокей Анисимович,1990-10-18,Аксенова Лидия Натановна,1960-02-26,2014-11-20,6
Панфилов Максим Даниилович,1995-10-25,Филатова Александра Филипповна,1990-06-19,2019-11-13,2
Савин Кирилл Артемьевич,1983-12-05,Уварова Алевтина Борисовна,1992-08-19,2013-09-16,7
Михеев Дмитрий Юлианович,1994-10-23,Владимирова Анжелика Святославовна,1973-09-14,2017-02-17,7
Горшков Вадим Филимонович,2000-09-02,Калинина Фаина Вениаминовна,1975-04-01,2019-07-10,1
Быков Анисим Викентьевич,1973-03-21,Орехова Тамара Оскаровна,1977-08-01,2009-10-16,4
Богданов Кондратий Ефимович,1993-07-12,Медведева Евгения Альбертовна,1967-11-21,2011-09-18,3
Матвеев Ферапонт Иларионович,1998-11-08,Князева Виктория Валериевна,1997-12-06,2020-11-24,6
Гаврилов Анисим Данилович,1997-04-04,Полякова Агафья Филипповна,1997-05-09,2018-01-28,3
Соболев Ефим Ефимович,1961-11-01,Смирнова Елена Геннадиевна,1998-06-28,2018-09-06,7
Сергеев Радислав Терентьевич,1973-12-19,Ковалева Тамара Михайловна,1964-05-19,2016-06-20,9
Сергеев Лукьян Васильевич,1981-02-24,Кабанова Татьяна Макаровна,1985-06-16,2010-01-13,1
Капустин Иларион Валерьевич,2000-03-24,Лыткина Лора Яковлевна,1969-05-27,2019-01-26,8
Орлов Авдей Терентьевич,1977-02-06,Лобанова Ольга Семеновна,1973-09-15,2012-03-20,7
Лукин Агап Ефимович,1971-11-03,Рыбакова Полина Артемовна,1984-02-12,2004-11-06,3
Агафонов Демид Германович,1967-02-02,Меркушева Наина Николаевна,1967-01-04,2017-06-24,1
Мартынов Чеслав Виленович,1972-10-11,Меркушева Александра Анатольевна,1968-01-02,2011-03-27,8
Трофимов Мина Харлампович,1991-11-08,Кошелева Ольга Мироновна,1977-06-21,2018-02-19,10
Козлов Харитон Валентинович,1969-06-08,Куликова Варвара Никифоровна,1979-03-02,2003-12-05,1
Дроздов Куприян Исидорович,1988-10-01,Кириллова Лора Геннадиевна,1964-10-01,2012-11-14,5
Титов Мартьян Викентьевич,1960-02-08,Дроздова Элеонора Леоновна,1970-03-08,2008-04-16,2
Архипов Чеслав Эдуардович,1973-03-11,Зайцева Дарья Рудольфовна,1968-06-16,2019-02-05,10
Захаров Агап Измаилович,1962-05-19,Носова Таисия Сергеевна,1992-12-10,2018-08-13,9
Потапов Ян Артёмович,1982-08-04,Абрамова Екатерина Степановна,2000-05-05,2019-10-12,8
Жданов Будимир Адрианович,1986-10-18,Борисова Евдокия Даниловна,1984-12-21,2004-04-17,5
Данилов Назар Бенедиктович,2000-04-09,Лапина Фаина Геннадиевна,1992-01-18,2018-06-10,9
Мельников Панкрат Матвеевич,1970-12-20,Дементьева Екатерина Феликсовна,1997-08-27,2016-09-13,3
Мухин Филипп Трифонович,1989-02-08,Игнатова Ульяна Руслановна,1987-02-06,2018-03-19,7
Петухов Пахом Георгиевич,1973-07-05,Зайцева Октябрина Сергеевна,1993-03-16,2020-03-13,9
Алексеев Федосий Харитонович,1962-12-24,Полякова Лора Богдановна,1974-10-05,2018-12-11,2
Кудряшов Владилен Эдгардович,1960-04-09,Тетерина Нонна Ивановна,1967-02-08,2002-12-05,9
Волков Мариан Иларионович,1993-09-12,Колесникова Алина Кузьминична,1963-01-01,2017-07-17,3
Беляков Святополк Харлампович,1999-12-27,Ефремова Нина Григорьевна,1974-11-15,2017-12-19,2
Котов Климент Артёмович,1999-07-10,Третьякова Наталья Юрьевна,1982-04-10,2017-01-20,1
Козлов Савва Андреевич,1998-09-06,Антонова Нонна Ивановна,1969-12-20,2020-10-23,5
Егоров Парамон Ефремович,1967-06-10,Муравьева Виктория Рубеновна,1966-06-12,2002-03-12,7
Белоусов Милован Георгиевич,1988-07-12,Симонова Олимпиада Антоновна,1967-12-08,2007-01-21,6
Петухов Митофан Герасимович,1983-05-11,Игнатьева Ирина Федоровна,1997-01-04,2016-05-06,8
Егоров Мстислав Афанасьевич,1999-11-14,Копылова Ольга Болеславовна,1998-04-04,2020-12-28,10
Большаков Эмиль Игоревич,1970-09-22,Калашникова Глафира Викторовна,1973-05-03,1991-08-19,8
Молчанов Мина Андреевич,1992-04-25,Носова Юлия Игоревна,2000-12-10,2019-05-16,8
Суворов Федор Зиновьевич,1974-04-13,Федотова Агафья Ждановна,1985-12-11,2019-02-18,9
Цветков Доброслав Валерьевич,1989-09-27,Мартынова Евфросиния Евгеньевна,1987-06-13,2008-06-09,5
Агафонов Виссарион Тихонович,1962-01-27,Сысоева Пелагея Артемовна,1969-08-21,2006-05-16,8
Панфилов Вениамин Даниилович,1960-04-01,Юдина Алла Захаровна,1988-08-18,2013-07-02,4
Харитонов Ермил Захарьевич,1998-06-10,Бобылева Мария Ниловна,1961-08-23,2017-07-27,8
Суворов Викторин Федосеевич,1974-07-14,Мельникова Вера Ивановна,1991-06-14,2015-07-23,8
Стрелков Агап Феофанович,1970-01-13,Герасимова Ия Захаровна,1993-03-03,2019-01-24,10
Белоусов Ладислав Германович,1990-01-28,Афанасьева Юлия Андреевна,1969-06-28,2010-08-26,6
Фадеев Кондратий Эдгарович,2000-09-22,Белоусова Вероника Вячеславовна,1961-09-28,2020-08-26,8
Громов Терентий Власович,1978-01-28,Волкова Оксана Рудольфовна,1973-04-23,2009-04-20,2
Мухин Клавдий Ефстафьевич,1998-07-08,Евсеева Антонина Макаровна,1991-10-20,2020-08-24,3
Пестов Исидор Эдгарович,1961-06-02,Беляева Евфросиния Наумовна,1989-09-10,2020-09-25,1
Зыков Александр Валерьянович,1979-05-14,Кудряшова Алевтина Максимовна,1994-11-14,2019-05-07,10
Иванов Филимон Виленович,1986-01-20,Дмитриева Галина Михайловна,1996-11-04,2017-04-14,6
Антонов Лев Феодосьевич,1981-08-07,Дементьева Светлана Архиповна,1968-06-18,2015-01-22,7
Шашков Остромир Ефимович,1971-08-06,Денисова Фёкла Вячеславовна,1960-06-25,2004-08-17,1
Герасимов Феофан Анатольевич,1981-06-03,Казакова Ангелина Наумовна,1984-04-06,2014-10-03,9
Жуков Ферапонт Владиславович,1980-08-20,Воробьева Элеонора Дмитриевна,1968-02-16,2010-01-06,2
Дементьев Мина Валерьевич,1989-09-17,Данилова Алина Мироновна,1981-11-14,2015-12-12,2
Тимофеев Юлиан Иосифович,1990-10-13,Комиссарова Полина Альбертовна,1995-09-26,2015-11-13,9
Суханов Милий Ефимович,1965-08-17,Колобова Наина Натановна,1982-08-26,2001-12-09,4
Козлов Исидор Андреевич,1970-11-14,Моисеева Александра Альбертовна,1997-07-08,2019-04-26,3
Воронов Стоян Адрианович,1973-09-18,Дементьева Фёкла Леонидовна,1962-07-23,2002-11-26,1
Евдокимов Остап Гурьевич,2000-03-28,Бирюкова Алевтина Рудольфовна,1982-06-18,2018-05-13,4
Жуков Лазарь Филимонович,1989-02-05,Новикова Светлана Артемовна,1971-10-03,2016-01-23,4
Богданов Филарет Иосипович,1980-07-16,Николаева Вероника Романовна,1992-07-26,2016-06-12,10
Сидоров Гостомысл Тихонович,1997-02-10,Носова Глафира Павловна,1970-03-24,2015-02-23,4
Баранов Христофор Ярославович,1974-12-24,Исакова Агафья Болеславовна,1993-08-25,2013-12-15,10
Горбачев Константин Якубович,1960-09-16,Васильева Антонина Васильевна,1998-11-14,2020-08-03,3
Рогов Мирон Евсеевич,1973-10-23,Абрамова Евпраксия Валериевна,1983-05-15,2014-11-07,6
Трофимов Устин Григорьевич,1976-11-27,Шестакова Алла Кузьминична,1968-06-04,2019-05-07,8
Кузьмин Демид Адрианович,1986-05-23,Щербакова Полина Борисовна,1972-12-06,2004-01-10,3
Кабанов Петр Федотович,1972-09-23,Субботина Октябрина Альбертовна,1988-08-06,2012-12-18,1
Ермаков Денис Бенедиктович,1983-06-16,Кузьмина Кира Константиновна,1987-01-19,2011-01-25,10
Корнилов Архип Гертрудович,1981-09-06,Захарова Майя Романовна,1981-01-26,2007-06-03,8
Дьячков Аникита Бориславович,1999-01-08,Капустина Кира Феликсовна,1968-01-03,2017-07-28,2
Селиверстов Пантелеймон Дмитриевич,1964-05-12,Кабанова Нина Вячеславовна,1979-09-02,2020-09-10,4
Емельянов Ратмир Владленович,1987-07-23,Блинова Лидия Николаевна,1960-02-18,2018-08-07,1
Шаров Ким Герасимович,1996-11-01,Карпова Виктория Никифоровна,1993-12-22,2016-03-11,5
Логинов Савелий Ефстафьевич,1989-12-28,Гришина Оксана Павловна,1981-08-16,2015-11-22,1
Шаров Аверьян Марсович,1997-04-27,Евсеева Мария Эльдаровна,1971-10-14,2020-01-08,10
Шилов Ювеналий Ермолаевич,1991-01-08,Королева Василиса Владимировна,1972-08-14,2019-10-05,5
Журавлев Ипатий Адамович,1966-05-11,Ефимова Вероника Ивановна,1988-11-10,2008-09-11,1
Симонов Никита Анатольевич,1983-07-04,Власова Наина Рудольфовна,1979-11-03,2016-07-15,9
Наумов Болеслав Гордеевич,1973-01-19,Мамонтова Агафья Романовна,1978-03-12,2012-01-17,7
Лебедев Ладимир Феофанович,1963-01-09,Захарова Ульяна Мироновна,1985-04-18,2006-10-18,2
Орлов Эрнст Харлампович,1960-02-20,Некрасова Лукия Александровна,1968-11-21,1992-01-02,8
Лукин Егор Гаврилович,1960-12-11,Пестова Дарья Альбертовна,1973-07-17,2002-02-15,7
Воронов Игорь Марсович,1977-07-09,Тихонова Людмила Харитоновна,1980-09-02,2007-07-20,5
Фокин Фортунат Эдгардович,1973-07-09,Крылова Синклитикия Филипповна,1986-02-15,2015-04-20,8
Иванов Мирослав Трофимович,1983-12-18,Лыткина Надежда Богдановна,1989-09-04,2013-12-19,10
Большаков Аскольд Августович,1976-05-21,Гурьева Полина Эльдаровна,1996-04-27,2020-01-28,5
Дмитриев Никита Георгиевич,1970-07-22,Андреева Вероника Львовна,1994-05-11,2020-07-07,5
Тетерин Гордей Игнатьевич,1964-10-21,Овчинникова Вера Рудольфовна,1967-06-17,2005-04-18,10
Евсеев Владлен Фёдорович,1968-02-27,Дементьева Лидия Захаровна,1999-05-18,2018-03-04,7
Григорьев Пантелеймон Эдгарович,1971-05-27,Трофимова Агата Тимофеевна,1976-06-12,2018-07-02,9
Моисеев Сократ Матвеевич,1982-10-10,Русакова Евгения Геннадьевна,1983-04-17,2012-09-24,4
Туров Ладимир Харлампович,1997-06-05,Шилова Иванна Святославовна,1985-02-25,2015-02-06,6
Трофимов Аникей Матвеевич,1960-06-21,Родионова Ираида Кузьминична,1977-02-02,2001-11-06,1
Зыков Сигизмунд Феофанович,1998-06-19,Семенова Алевтина Валентиновна,1985-05-14,2019-05-08,10
Савин Харитон Ермолаевич,1992-10-05,Романова Александра Викторовна,1997-08-23,2017-02-20,8
Вишняков Амвросий Филимонович,1965-05-08,Носова Варвара Матвеевна,1993-01-28,2020-05-24,4
Романов Влас Фадеевич,1989-07-26,Сазонова Элеонора Михайловна,1994-12-07,2013-07-18,2
Кулаков Аким Венедиктович,1963-09-06,Гуляева Варвара Архиповна,1960-09-14,1984-05-06,7
Шилов Рюрик Артёмович,1992-02-19,Юдина Регина Матвеевна,1983-09-07,2016-07-07,3
Владимиров Савелий Гавриилович,2000-06-21,Соловьева Евдокия Рубеновна,1968-08-18,2020-06-02,9
Мельников Изяслав Антонович,1970-05-10,Мишина Мария Тимофеевна,1970-04-06,2006-01-22,5
Князев Адам Терентьевич,1998-10-24,Борисова Нонна Геннадьевна,1966-04-18,2017-02-06,4
Жуков Егор Венедиктович,1990-07-15,Морозова Евдокия Максимовна,1995-07-20,2018-06-13,7
Тарасов Потап Игоревич,1967-02-27,Матвеева Тамара Эльдаровна,1962-02-13,1997-07-18,3
Якушев Сильвестр Теймуразович,1967-05-23,Егорова Ирина Архиповна,1987-04-18,2014-06-06,1
Стрелков Вадим Георгиевич,1962-06-17,Громова Нонна Яковлевна,1973-06-11,2019-06-06,1
Меркушев Парфен Валерьевич,1974-08-19,Ефимова Олимпиада Андреевна,1992-06-15,2012-11-10,8
Зуев Бронислав Трифонович,1975-10-23,Крюкова Раиса Юльевна,1988-04-24,2016-10-23,3
Шашков Гостомысл Жоресович,2000-12-28,Кириллова Прасковья Архиповна,1997-12-17,2018-08-27,2
Емельянов Роман Адамович,1973-07-19,Воронцова Фёкла Максимовна,1996-05-19,2018-05-20,2
Туров Изяслав Герасимович,1997-04-05,Блохина Зинаида Филипповна,1967-08-22,2016-06-08,6
Павлов Вадим Гордеевич,1982-03-11,Журавлева Татьяна Федоровна,1985-03-18,2010-05-15,6
Волков Фома Давыдович,1991-01-11,Гордеева Елена Вадимовна,1965-09-22,2015-05-25,5
Абрамов Давыд Ермилович,1995-10-24,Соловьева Александра Николаевна,1961-06-15,2019-07-01,3
Гусев Автоном Гавриилович,1984-02-23,Моисеева Людмила Борисовна,1996-07-06,2017-12-24,10
Веселов Казимир Иосифович,1989-03-28,Якушева Нина Тимофеевна,1960-12-01,2008-06-02,2
Комиссаров Лев Адрианович,1996-03-01,Кондратьева Ираида Викторовна,1976-03-26,2019-01-14,10
Бобров Азарий Матвеевич,1963-08-09,Зайцева Фаина Борисовна,1998-11-02,2018-09-02,9
Воробьев Федор Владленович,1960-10-02,Давыдова Вероника Борисовна,1989-05-15,2019-01-10,4
Громов Карл Федосеевич,1996-02-27,Константинова Иванна Сергеевна,1966-12-22,2017-10-17,4
Жуков Анисим Евстигнеевич,1968-06-12,Пахомова Надежда Дмитриевна,1969-09-10,2001-06-22,5
Молчанов Прокофий Антонович,1964-01-10,Сысоева Евпраксия Матвеевна,1993-08-07,2012-08-15,9
Молчанов Панкрат Харламович,1994-09-24,Галкина Нина Вячеславовна,1980-08-13,2012-11-16,10
